filepath,filename,modality,vocal_channel,emotion_code,emotion_label,intensity,statement,repetition,actor,duration_sec,mfcc_1_mean,mfcc_1_std,mfcc_2_mean,mfcc_2_std,mfcc_3_mean,mfcc_3_std,mfcc_4_mean,mfcc_4_std,mfcc_5_mean,mfcc_5_std,mfcc_6_mean,mfcc_6_std,mfcc_7_mean,mfcc_7_std,mfcc_8_mean,mfcc_8_std,mfcc_9_mean,mfcc_9_std,mfcc_10_mean,mfcc_10_std,mfcc_11_mean,mfcc_11_std,mfcc_12_mean,mfcc_12_std,mfcc_13_mean,mfcc_13_std,delta_mfcc_1_mean,delta_mfcc_2_mean,delta_mfcc_3_mean,delta_mfcc_4_mean,delta_mfcc_5_mean,delta_mfcc_6_mean,delta_mfcc_7_mean,delta_mfcc_8_mean,delta_mfcc_9_mean,delta_mfcc_10_mean,delta_mfcc_11_mean,delta_mfcc_12_mean,delta_mfcc_13_mean,pitch_mean_hz,pitch_std_hz,pitch_range_hz,voiced_fraction,spectral_centroid_mean,spectral_centroid_std,spectral_bandwidth_mean,spectral_rolloff_mean,spectral_contrast_mean,zcr_mean,zcr_std,rms_energy_mean,rms_energy_std,rms_energy_max,chroma_mean,chroma_std,tempo_bpm,speech_ratio,silence_ratio,num_segments
data\ravdess\Audio_Speech_Actors_01-24\Actor_02\03-01-06-01-02-01-02.wav,03-01-06-01-02-01-02.wav,03,01,06,fearful,normal,dogs,01,02,3.6703,-566.027344,183.563705,31.305124,46.439667,-24.584505,39.057701,2.322786,18.615431,-9.488269,17.030703,-8.973363,15.58036,-10.463872,14.016856,-16.330961,16.179502,-5.306,14.920182,-3.561721,10.58156,-9.028213,9.874208,-3.659047,10.138122,-6.874413,14.973737,0.015282,-0.010526,-0.010927,0.018762,-0.007185,-0.010984,0.012439,-0.000959,-0.012607,0.007153,0.004924,-0.01461,0.005412,535.1685,652.3889,2139.5594,1.0,3331.118,1500.4194,2425.2535,5926.4386,20.5848,0.288866,0.217463,0.008539,0.011463,0.043916,0.452136,0.3421,99.384,0.4618,0.5382,1
data\ravdess\Audio_Speech_Actors_01-24\Actor_02\03-01-06-01-02-02-02.wav,03-01-06-01-02-02-02.wav,03,01,06,fearful,normal,dogs,02,02,3.7371,-570.000305,178.769135,29.231852,46.836136,-28.57205,37.01009,-1.171939,21.194777,-8.9689,19.822052,-10.660742,16.084524,-13.617955,12.484456,-19.1574,15.685328,-4.766867,14.650678,-3.655524,12.275304,-10.312675,9.640044,-5.831185,10.559727,-4.952656,14.370476,0.014301,0.004471,-0.012493,0.000992,0.016766,0.002955,-0.014414,-0.003674,0.01189,0.001998,-0.012581,-0.003737,0.009814,795.3171,744.434,1954.7525,1.0,3385.3461,1548.2392,2419.9651,5864.5879,21.1073,0.325144,0.243159,0.008839,0.011136,0.044397,0.400336,0.335295,99.384,0.4598,0.5402,1
data\ravdess\Audio_Speech_Actors_01-24\Actor_02\03-01-06-02-01-01-02.wav,03-01-06-02-01-01-02.wav,03,01,06,fearful,strong,kids,01,02,3.8038,-517.504272,158.960663,20.993107,32.365093,-31.983929,33.857765,-0.500514,21.431833,-15.073192,20.480629,-12.852131,15.505433,-8.589692,13.511909,-15.689876,15.476584,-6.760118,13.841905,-2.907919,10.876409,-10.193745,12.57052,-5.264623,7.617532,-6.421014,16.524414,-1e-06,0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,803.555,701.4158,2139.6623,1.0,3232.6232,1294.5751,2402.5022,5829.3269,20.831,0.273452,0.196862,0.01338,0.02013,0.090876,0.417647,0.343733,129.1992,0.409,0.591,2
data\ravdess\Audio_Speech_Actors_01-24\Actor_02\03-01-06-02-01-02-02.wav,03-01-06-02-01-02-02.wav,03,01,06,fearful,strong,kids,02,02,3.637,-494.529816,148.297592,18.056475,28.126154,-30.07168,31.57976,-0.723762,22.108204,-13.800604,18.945997,-13.927187,15.664481,-7.849656,14.978328,-15.514229,15.603176,-8.308817,13.399017,-4.568154,11.868058,-10.636232,12.696345,-3.09217,7.805341,-4.921131,16.132475,3.2e-05,4.2e-05,3.3e-05,1.9e-05,2e-06,-1.4e-05,-2.9e-05,-3.9e-05,-4.3e-05,-4e-05,-3.2e-05,-2e-05,-5e-06,782.23,693.1373,2138.9888,1.0,3274.5036,1430.8638,2415.6266,5971.8979,21.5892,0.284963,0.224912,0.017095,0.0248,0.115105,0.399309,0.346174,215.332,0.4086,0.5914,1
data\ravdess\Audio_Speech_Actors_01-24\Actor_02\03-01-06-02-02-01-02.wav,03-01-06-02-02-01-02.wav,03,01,06,fearful,strong,dogs,01,02,3.6036,-492.159454,168.894043,15.558997,37.621037,-27.027592,40.382259,-4.952843,17.874905,-11.933763,19.397789,-12.674922,17.887239,-8.616406,12.96345,-13.488602,13.801375,-6.962664,14.691058,-5.696054,12.188955,-10.570783,12.068951,-4.470398,9.547085,-7.390678,17.351017,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,819.8344,739.5471,2139.7633,1.0,3147.6882,1473.8902,2352.2208,5642.3894,21.7164,0.274639,0.205153,0.018692,0.025846,0.09578,0.375869,0.331043,67.9996,0.4253,0.5747,1
data\ravdess\Audio_Speech_Actors_01-24\Actor_02\03-01-06-02-02-02-02.wav,03-01-06-02-02-02-02.wav,03,01,06,fearful,strong,dogs,02,02,3.6036,-484.412445,137.02597,20.069897,38.884411,-26.202553,34.356476,-3.493454,18.927912,-11.735559,16.391138,-10.517629,14.454847,-11.534221,13.552553,-16.212563,15.487557,-5.505386,13.591217,-2.93217,10.324286,-10.344188,11.049594,-3.262916,10.992087,-5.598278,15.591546,0.000952,-0.001607,0.003035,0.002193,-0.001334,0.004077,0.002749,0.00569,0.004442,0.003068,0.007632,0.004522,0.003968,686.6886,612.2547,1929.0043,1.0,3435.7431,1373.8648,2576.0156,6279.1372,21.6024,0.305389,0.2131,0.015769,0.023769,0.118868,0.417936,0.334086,107.666,0.4253,0.5747,1
data\ravdess\Audio_Speech_Actors_01-24\Actor_02\03-01-07-01-01-01-02.wav,03-01-07-01-01-01-02.wav,03,01,07,disgust,normal,kids,01,02,3.6703,-632.841309,180.259857,51.212662,60.69463,-12.331495,26.973785,6.838382,24.699301,-8.293319,20.014994,0.960143,14.470102,-9.003005,14.218525,-12.055547,17.775791,-3.969115,14.934948,-1.251288,10.492348,-5.335915,9.545287,-1.254085,8.033472,-5.619971,9.614015,0.416736,0.277281,-0.068847,-0.018141,0.082527,0.057705,-0.033595,-0.078298,-0.007667,0.053293,0.018008,0.016486,0.010397,825.436,848.6814,2139.472,1.0,2216.9284,1672.6707,1828.7785,4186.7183,20.0077,0.208269,0.227296,0.003259,0.004411,0.016698,0.360112,0.340371,129.1992,0.4682,0.5318,1
data\ravdess\Audio_Speech_Actors_01-24\Actor_02\03-01-07-01-01-02-02.wav,03-01-07-01-01-02-02.wav,03,01,07,disgust,normal,kids,02,02,3.637,-644.401794,183.839493,57.697067,59.338123,-13.365279,28.057098,9.040556,23.593309,-9.703859,21.340456,-0.132378,14.915238,-8.262967,13.019955,-13.345395,17.192419,-6.544704,12.134978,0.045263,11.629636,-6.35031,10.189257,-2.791579,8.286178,-7.690273,9.747979,0.200009,0.229396,0.064462,0.016487,0.069447,0.048307,-0.005572,-0.066776,-0.019007,0.047006,0.02533,-0.011206,-0.002512,704.3405,827.6702,2139.7633,1.0,2498.8106,1669.4386,2010.6535,4675.9968,20.0075,0.217895,0.206888,0.003035,0.004281,0.01609,0.410277,0.337091,95.7031,0.4533,0.5467,1
data\ravdess\Audio_Speech_Actors_01-24\Actor_02\03-01-07-01-02-01-02.wav,03-01-07-01-02-01-02.wav,03,01,07,disgust,normal,dogs,01,02,3.8706,-617.708252,185.664658,51.448154,69.146492,-8.872244,34.546814,4.05786,25.609577,-5.377127,16.507198,-2.726736,17.219887,-8.020705,12.824611,-13.039916,18.560476,-5.713918,14.309806,-0.293301,10.145845,-8.882758,10.131171,-1.925,7.90548,-8.139462,13.561316,-0.005654,-0.007657,-0.006734,-0.005483,-0.004236,-0.003308,-0.002921,-0.003156,-0.003948,-0.005093,-0.00629,-0.007196,-0.007499,724.6291,846.7559,2138.3973,1.0,2515.3866,2040.3826,1920.378,4525.7764,20.7776,0.223414,0.254304,0.004885,0.006325,0.023182,0.3822,0.353844,172.2656,0.4859,0.5141,1
data\ravdess\Audio_Speech_Actors_01-24\Actor_02\03-01-07-01-02-02-02.wav,03-01-07-01-02-02-02.wav,03,01,07,disgust,normal,dogs,02,02,3.8372,-629.497925,194.316788,49.499107,65.058556,-14.41869,36.259418,5.444786,25.374538,-7.956004,19.509361,-5.201761,17.234617,-9.801169,14.029747,-15.274471,20.567064,-4.044487,14.077184,-0.231574,10.8129,-10.309918,11.289438,-1.904606,9.599293,-9.48154,13.670988,0.023196,0.030933,0.025967,0.019488,0.013127,0.007772,0.003366,-0.000646,-0.004623,-0.008302,-0.010971,-0.01204,-0.011576,544.655,686.3248,2129.6159,1.0,3012.2897,1945.8637,2226.4174,5447.2518,20.4342,0.259807,0.264185,0.004662,0.005773,0.021956,0.447826,0.351006,184.5703,0.4781,0.5219,1
data\ravdess\Audio_Speech_Actors_01-24\Actor_02\03-01-07-02-01-01-02.wav,03-01-07-02-01-01-02.wav,03,01,07,disgust,strong,kids,01,02,4.1375,-575.246704,182.064667,44.437408,59.321243,-16.959576,29.470161,4.761978,27.098324,-13.912288,21.262007,-4.035464,18.442566,-7.81884,14.151454,-14.425544,20.578236,-6.400129,14.112224,-1.088178,10.092978,-8.503139,12.089133,-3.433013,9.291465,-7.31481,11.096015,0.000232,0.00032,0.000297,0.000261,0.000215,0.000162,0.000106,5.1e-05,-1e-06,-4.7e-05,-8.7e-05,-0.00012,-0.000148,734.4351,840.13,2139.7633,1.0,2451.0493,1737.3995,1920.2953,4488.2293,20.5833,0.22683,0.241342,0.005732,0.007369,0.027536,0.384467,0.34981,161.499,0.4826,0.5174,3
data\ravdess\Audio_Speech_Actors_01-24\Actor_02\03-01-07-02-01-02-02.wav,03-01-07-02-01-02-02.wav,03,01,07,disgust,strong,kids,02,02,4.1375,-574.171631,180.346191,45.985577,58.81646,-12.048973,32.107403,5.837509,26.811098,-11.664725,19.829254,-2.11224,17.757784,-5.376718,14.045463,-11.543212,17.828646,-5.600093,12.844501,0.080801,10.404705,-5.487411,9.824021,-2.75209,8.709317,-6.636899,10.701443,-0.011215,-0.015634,-0.01498,-0.013953,-0.012639,-0.011139,-0.009553,-0.00797,-0.006456,-0.005049,-0.003759,-0.002577,-0.001482,544.74,652.7836,2139.7633,1.0,3324.5557,1578.7628,2499.9233,6042.6499,19.5725,0.269719,0.221289,0.005993,0.009058,0.04506,0.529178,0.328945,151.9991,0.4434,0.5566,4
data\ravdess\Audio_Speech_Actors_01-24\Actor_02\03-01-07-02-02-01-02.wav,03-01-07-02-02-01-02.wav,03,01,07,disgust,strong,dogs,01,02,4.004,-549.812134,170.801651,47.06897,62.211388,-15.313465,35.005627,-0.723725,25.915516,-11.330709,22.910807,-5.243441,19.490379,-13.013494,15.96666,-15.76116,19.843033,-5.324898,13.8543,-2.736968,8.970926,-11.184812,12.759734,-0.129185,9.695288,-9.21057,13.468067,-0.003315,-0.004632,-0.004476,-0.004242,-0.003967,-0.003689,-0.003447,-0.003271,-0.003175,-0.00316,-0.003207,-0.003287,-0.003364,536.8273,690.1696,2139.7633,1.0,2945.8338,1867.6568,2226.7891,5322.1863,20.839,0.235411,0.233371,0.007926,0.009683,0.042009,0.444661,0.356878,112.3471,0.5045,0.4955,1
data\ravdess\Audio_Speech_Actors_01-24\Actor_02\03-01-07-02-02-02-02.wav,03-01-07-02-02-02-02.wav,03,01,07,disgust,strong,dogs,02,02,4.0374,-558.011292,180.070099,46.119911,62.285706,-15.717796,33.855877,0.968158,29.676048,-10.402453,21.823095,-5.388003,18.14344,-11.228688,13.731827,-13.685904,18.209478,-5.922269,13.961343,-0.805087,9.760471,-8.620476,11.127685,0.921049,7.683184,-9.203617,12.997505,0.00829,0.011468,0.010716,0.00952,0.007959,0.006135,0.004163,0.002163,0.000249,-0.001478,-0.00294,-0.004082,-0.004878,436.0065,517.8592,2136.7638,1.0,3268.6703,1839.106,2383.2072,5859.0732,20.935,0.282114,0.227777,0.007543,0.010522,0.048841,0.488153,0.324088,172.2656,0.4946,0.5054,1
data\ravdess\Audio_Speech_Actors_01-24\Actor_02\03-01-08-01-01-01-02.wav,03-01-08-01-01-01-02.wav,03,01,08,surprised,normal,kids,01,02,3.5369,-578.057007,197.30748,38.450909,55.359581,-14.525625,33.991013,10.058563,21.031063,-7.268931,16.270596,-7.33844,19.195923,-3.074346,16.036375,-5.954073,13.19485,-3.085561,13.393569,-3.633329,11.291502,-4.09127,10.44304,-4.767272,9.410037,-3.258368,12.364905,0.06463,0.084571,0.067468,0.047948,0.033216,0.02583,0.023586,0.022772,0.021649,0.021296,0.02352,0.028102,0.032,808.628,780.8867,2139.7633,1.0,2689.4053,1624.6354,2152.9415,5051.0843,19.8185,0.235687,0.192344,0.006981,0.00972,0.041841,0.414716,0.341861,161.499,0.4136,0.5864,1
data\ravdess\Audio_Speech_Actors_01-24\Actor_02\03-01-08-01-01-02-02.wav,03-01-08-01-01-02-02.wav,03,01,08,surprised,normal,kids,02,02,3.5369,-603.968079,200.385666,40.327888,59.151329,-17.770468,33.949352,4.891059,20.344038,-7.06115,15.577044,-6.619169,14.859879,-3.393728,15.072441,-7.925521,14.907175,-5.984703,15.04982,-4.91609,9.825938,-6.811997,11.73326,-3.187677,8.480845,-5.329603,10.515802,0.001415,0.001945,0.001773,0.001496,0.001128,0.000689,0.000206,-0.000286,-0.000748,-0.001139,-0.001418,-0.001553,-0.001525,664.2876,763.6544,2139.3684,1.0,2892.597,1678.7807,2196.4341,5318.279,19.3827,0.325112,0.28626,0.005464,0.007365,0.030636,0.448879,0.34368,151.9991,0.4464,0.5536,1
data\ravdess\Audio_Speech_Actors_01-24\Actor_02\03-01-08-01-02-01-02.wav,03-01-08-01-02-01-02.wav,03,01,08,surprised,normal,dogs,01,02,3.6036,-599.485901,203.797592,40.099976,65.048714,-13.991026,35.766811,3.478691,25.564751,-8.02378,18.4699,-6.868462,16.184532,-4.173532,13.235545,-10.127124,16.908707,-4.433278,14.718223,-3.78108,12.207691,-8.020548,11.161953,-3.500002,9.432176,-8.291982,13.702771,0.01113,0.015378,0.014316,0.012636,0.010464,0.007952,0.005269,0.002576,1.8e-05,-0.002292,-0.004276,-0.005895,-0.00714,733.2461,786.0974,2139.7633,1.0,2885.0087,1868.6298,2170.1465,5300.2737,19.7221,0.308982,0.261734,0.006686,0.009188,0.037895,0.435938,0.340723,129.1992,0.4317,0.5683,1
data\ravdess\Audio_Speech_Actors_01-24\Actor_02\03-01-08-01-02-02-02.wav,03-01-08-01-02-02-02.wav,03,01,08,surprised,normal,dogs,02,02,3.5369,-586.829224,202.924591,39.775551,61.159721,-17.666689,38.161255,5.283215,22.69153,-7.917848,18.24629,-10.404181,16.780161,-7.942467,14.609567,-11.435494,16.28273,-6.326585,15.36632,-4.952375,13.632808,-7.996313,10.602678,-4.699689,9.576808,-5.680841,14.907057,-0.001287,-0.001744,-0.001542,-0.00127,-0.001004,-0.000824,-0.000792,-0.000932,-0.001226,-0.001614,-0.002007,-0.002306,-0.00242,565.7187,653.2245,2137.94,1.0,3226.585,1664.6714,2390.384,5884.1237,19.4875,0.316674,0.246418,0.007106,0.009177,0.030874,0.482534,0.340573,107.666,0.4399,0.5601,1
data\ravdess\Audio_Speech_Actors_01-24\Actor_02\03-01-08-02-01-01-02.wav,03-01-08-02-01-01-02.wav,03,01,08,surprised,strong,kids,01,02,3.7371,-530.012634,186.796539,33.292168,54.591438,-18.1938,31.316408,5.58536,24.614893,-9.724307,17.415136,-6.472582,15.312068,-3.947725,15.685621,-9.303185,15.761764,-5.139335,12.604925,-4.205702,13.298513,-4.97066,12.16456,-3.427387,9.575449,-2.242204,11.01955,0.000177,0.000293,0.000413,0.000606,0.000864,0.001176,0.001528,0.001903,0.002287,0.002663,0.003014,0.003327,0.00359,705.868,759.6789,2139.7633,1.0,2991.9266,1667.6378,2294.6444,5511.4969,19.7109,0.284953,0.231787,0.008964,0.011715,0.040465,0.439967,0.33881,129.1992,0.466,0.534,1
data\ravdess\Audio_Speech_Actors_01-24\Actor_02\03-01-08-02-01-02-02.wav,03-01-08-02-01-02-02.wav,03,01,08,surprised,strong,kids,02,02,3.7705,-538.609863,187.895538,35.79179,54.488388,-22.749155,35.093533,3.738361,26.431616,-11.058676,16.534958,-8.571917,16.609249,-3.436533,14.684648,-8.093793,14.805879,-5.611844,14.521112,-3.854676,13.050097,-5.853819,11.523136,-2.740211,8.63248,-1.502996,13.868087,-0.018623,-0.026416,-0.026654,-0.027033,-0.027529,-0.02811,-0.028743,-0.029393,-0.030026,-0.030611,-0.031124,-0.031543,-0.03185,658.8958,595.9338,2009.9942,1.0,3451.1682,1347.5417,2595.0182,6320.5235,19.737,0.322364,0.214499,0.008832,0.011449,0.044723,0.511525,0.321274,184.5703,0.468,0.532,1
data\ravdess\Audio_Speech_Actors_01-24\Actor_02\03-01-08-02-02-01-02.wav,03-01-08-02-02-01-02.wav,03,01,08,surprised,strong,dogs,01,02,3.7371,-536.03833,199.077972,31.846027,59.850685,-15.307126,35.543991,-0.408575,25.755016,-11.525758,22.744528,-12.030971,20.385689,-4.793475,12.180837,-11.9168,17.278913,-7.293511,14.711179,-5.891676,12.369481,-5.709252,10.074555,-1.623054,12.870966,-5.23998,13.857749,0.000921,0.001294,0.001261,0.001209,0.001139,0.001054,0.00096,0.00086,0.000759,0.00066,0.000568,0.000485,0.000414,559.3861,635.0185,2139.7633,1.0,3580.3504,1608.9316,2652.4311,6552.5805,18.6129,0.327409,0.249318,0.011936,0.014703,0.047743,0.539958,0.335943,129.1992,0.466,0.534,1
data\ravdess\Audio_Speech_Actors_01-24\Actor_02\03-01-08-02-02-02-02.wav,03-01-08-02-02-02-02.wav,03,01,08,surprised,strong,dogs,02,02,3.8039,-517.141479,194.518433,34.138229,56.860096,-20.868233,38.585499,-4.628409,27.309528,-12.921586,19.091305,-10.614435,15.348131,-8.854368,13.114366,-13.673905,17.627514,-6.969841,13.816481,-5.766284,13.684914,-8.782565,11.400297,-5.293185,11.151901,-8.421561,14.50757,0.000118,0.000165,0.000156,0.000143,0.000125,0.000102,7.6e-05,4.8e-05,1.9e-05,-1.1e-05,-4e-05,-6.7e-05,-9.2e-05,662.0469,716.7285,2139.7633,1.0,3111.3387,1865.9041,2267.8757,5566.5956,19.8438,0.301788,0.258076,0.012508,0.01746,0.068998,0.441152,0.346682,129.1992,0.4761,0.5239,1
data\ravdess\Audio_Speech_Actors_01-24\Actor_03\03-01-01-01-01-01-03.wav,03-01-01-01-01-01-03.wav,03,01,01,neutral,normal,kids,01,03,3.4368,-614.739136,166.638245,56.708191,61.507408,-2.685535,26.742678,10.650176,22.579952,4.240806,17.137484,-2.472097,12.817212,-12.03572,18.928368,-6.65451,12.910888,-3.152714,10.041362,-8.526168,14.772185,-1.95325,8.158289,-2.605839,10.005387,-4.994534,8.834499,0.078565,0.105048,0.089015,0.068152,0.047845,0.031793,0.021607,0.017038,0.016207,0.016418,0.015861,0.014894,0.015256,463.3383,629.2349,2139.7633,1.0,2895.5492,1841.2076,2363.8188,5442.1197,19.7884,0.230207,0.196158,0.003993,0.005889,0.023367,0.472027,0.323309,198.768,0.4256,0.5744,1
data\ravdess\Audio_Speech_Actors_01-24\Actor_03\03-01-01-01-01-02-03.wav,03-01-01-01-01-02-03.wav,03,01,01,neutral,normal,kids,02,03,3.5035,-618.500305,168.386002,67.163063,59.795429,5.289751,25.079683,16.971664,21.846327,10.753806,19.016045,1.64241,14.484562,-7.73416,19.964863,-3.596293,13.636949,0.75318,11.264212,-4.428097,14.847521,0.440247,9.776043,0.395075,11.073283,-0.509459,9.039642,0.113603,0.134473,0.072638,0.011098,-0.023301,-0.02889,-0.022862,-0.023239,-0.03502,-0.049178,-0.053303,-0.044175,-0.0306,613.0121,792.7776,2139.7633,1.0,2664.1179,1187.0098,2672.6211,5669.9348,20.6737,0.172965,0.12755,0.003746,0.005154,0.020424,0.539121,0.299765,123.0469,0.444,0.556,1
data\ravdess\Audio_Speech_Actors_01-24\Actor_03\03-01-01-01-02-01-03.wav,03-01-01-01-02-01-03.wav,03,01,01,neutral,normal,dogs,01,03,3.5035,-626.69989,195.473572,59.548996,63.465195,-0.164296,32.749046,12.612996,23.223602,6.018281,15.689738,-0.542457,11.826299,-13.246388,17.695938,-6.055282,12.373091,-4.344339,11.287249,-8.161105,15.400995,-0.008031,9.51106,-4.153291,10.008112,-4.067323,9.191277,0.2236,0.261585,0.160251,0.092221,0.059451,0.042235,0.037469,0.032881,0.009391,-0.016892,-0.022045,-0.012839,0.003384,538.6122,677.1359,2139.5753,1.0,3208.3732,1688.0324,2542.9981,6004.4125,20.1377,0.264095,0.217005,0.004241,0.005643,0.020439,0.494765,0.310837,172.2656,0.4507,0.5493,1
data\ravdess\Audio_Speech_Actors_01-24\Actor_03\03-01-01-01-02-02-03.wav,03-01-01-01-02-02-03.wav,03,01,01,neutral,normal,dogs,02,03,3.4702,-615.366272,185.273544,55.919556,60.133629,3.1576,31.148748,11.845133,19.140131,6.671292,17.403791,1.060359,9.614614,-15.418916,18.520855,-7.86693,11.966355,-5.699743,10.52421,-8.891807,14.442132,-2.157764,8.798895,-2.928041,8.64167,-3.743549,9.254436,-0.101297,-0.01139,0.099263,-0.005081,-0.053621,0.036867,0.117735,0.114275,0.037452,0.031022,0.095602,0.028551,-0.075889,322.6984,452.981,2139.7633,1.0,3216.2846,1472.3349,2678.0747,6248.2178,20.9363,0.30165,0.234425,0.004516,0.006802,0.026977,0.496186,0.299944,67.9996,0.4282,0.5718,1
data\ravdess\Audio_Speech_Actors_01-24\Actor_03\03-01-02-01-01-01-03.wav,03-01-02-01-01-01-03.wav,03,01,02,calm,normal,kids,01,03,3.8372,-635.122925,183.435074,63.976421,56.622097,6.700347,24.183163,11.79303,23.863115,7.126052,19.798277,0.123504,12.905721,-11.55465,15.891804,-3.81188,10.845987,-1.633291,7.676648,-6.407032,15.577621,3.966948,10.558188,-5.095543,10.210422,-2.708225,8.408848,0.16403,0.192234,0.116769,0.074544,0.06643,0.058507,0.049046,0.041949,0.030778,0.015008,0.007646,0.013219,0.010725,398.5636,672.4597,2139.7633,1.0,2798.3161,1589.1904,2466.1303,5412.2279,19.4477,0.180211,0.160841,0.002764,0.003398,0.012979,0.49711,0.317184,112.3471,0.5144,0.4856,1
data\ravdess\Audio_Speech_Actors_01-24\Actor_03\03-01-02-01-01-02-03.wav,03-01-02-01-01-02-03.wav,03,01,02,calm,normal,kids,02,03,3.7371,-630.114807,187.773499,62.421486,58.583839,0.316778,24.314875,10.669068,25.684353,5.108355,20.813711,-2.58851,11.889928,-12.761922,16.54394,-5.075874,9.966796,-1.966805,8.820766,-6.291314,15.818649,3.333066,9.711807,-5.87212,10.871523,-4.084897,7.649302,0.186251,0.189862,0.058406,0.003566,0.029534,0.052758,0.036808,0.010116,-0.000356,-0.003138,-0.015999,-0.029678,-0.024327,515.4442,765.955,2137.5672,1.0,2554.9038,1739.9488,2204.4731,4822.1669,19.4932,0.17489,0.18518,0.002972,0.003747,0.01551,0.417336,0.320097,107.666,0.5281,0.4719,1
data\ravdess\Audio_Speech_Actors_01-24\Actor_03\03-01-02-01-02-01-03.wav,03-01-02-01-02-01-03.wav,03,01,02,calm,normal,dogs,01,03,3.8372,-634.464355,191.21347,71.501274,63.989994,-1.036452,30.159245,9.68161,20.668032,11.883347,20.139513,-1.964001,14.684008,-20.343641,18.578459,1.600055,11.478849,-3.325276,10.269707,-8.641359,15.724175,6.285799,13.328863,-7.749479,11.738488,-2.606522,8.973461,0.346557,0.291354,0.066757,0.051475,0.053291,0.013609,-0.001012,0.027644,0.01465,0.017159,0.035111,0.010339,-0.033521,473.0576,671.781,2015.0421,1.0,2956.3575,1484.3701,2479.2986,5434.9286,21.0903,0.282559,0.237471,0.002954,0.003302,0.013953,0.466683,0.305171,143.5547,0.5446,0.4554,1
data\ravdess\Audio_Speech_Actors_01-24\Actor_03\03-01-02-01-02-02-03.wav,03-01-02-01-02-02-03.wav,03,01,02,calm,normal,dogs,02,03,3.9707,-550.010925,200.253723,54.878986,56.232487,-0.946652,30.698572,4.623077,20.741718,5.761267,18.352058,0.064809,14.264394,-16.534637,19.463476,-4.167801,10.250659,-2.991329,9.46789,-9.533559,18.313026,5.800438,11.486139,-7.058049,13.069341,-5.008829,10.611998,0.121302,0.152783,0.110209,0.07304,0.058731,0.055867,0.04235,0.021067,0.017073,0.034678,0.046622,0.035364,0.016572,493.1905,629.6087,2022.4122,1.0,2902.4136,1499.9326,2573.3335,5620.166,21.5463,0.232987,0.262284,0.008056,0.00874,0.03401,0.494309,0.331198,135.9992,0.6082,0.3918,2
data\ravdess\Audio_Speech_Actors_01-24\Actor_03\03-01-02-02-01-01-03.wav,03-01-02-02-01-01-03.wav,03,01,02,calm,strong,kids,01,03,4.0374,-550.446289,141.553574,80.50827,45.706505,-15.831251,33.397114,4.9351,26.396797,-0.599132,23.830847,-4.680715,12.306701,-19.925549,16.638941,-5.395381,10.278104,-4.214595,12.667269,-11.457953,19.701567,13.990684,11.260041,-5.919239,17.81945,-3.94113,11.05089,-0.106026,0.069021,0.201444,0.019009,0.177898,0.229256,0.18059,0.052528,-0.049746,0.005377,-0.088692,-0.083659,-0.089948,435.4668,446.2084,2138.4726,1.0,2358.3729,1113.6725,2322.7428,4626.4829,22.5211,0.137342,0.105214,0.004556,0.005536,0.025285,0.453028,0.304916,86.1328,0.5406,0.4594,3
data\ravdess\Audio_Speech_Actors_01-24\Actor_03\03-01-02-02-01-02-03.wav,03-01-02-02-01-02-03.wav,03,01,02,calm,strong,kids,02,03,3.9707,-522.818298,172.130417,59.352268,45.055027,-11.230974,29.212494,7.052179,24.615107,5.528337,20.500801,-3.455942,13.206143,-13.628194,15.138676,-10.241685,12.81735,-4.705465,10.959599,-7.292179,17.228468,4.888458,8.984982,-5.308111,13.544497,-2.844833,9.978163,-0.479204,-0.167726,0.184501,0.047352,0.01628,-0.095967,0.06663,0.194122,0.055063,-0.004664,-0.016688,0.036694,-0.001163,610.1238,665.032,1966.6785,1.0,2695.1069,1092.827,2466.4436,5117.8289,22.1002,0.191795,0.165354,0.007872,0.009859,0.041491,0.418585,0.302212,129.1992,0.5439,0.4561,1
data\ravdess\Audio_Speech_Actors_01-24\Actor_03\03-01-02-02-02-01-03.wav,03-01-02-02-02-01-03.wav,03,01,02,calm,strong,dogs,01,03,4.1375,-526.090637,190.37674,61.796227,57.931164,-3.599232,31.838638,7.174367,23.736485,7.366132,18.913191,0.037975,13.740411,-14.940064,19.905602,-3.083319,11.762036,-2.786504,10.711012,-8.14397,19.300871,11.950951,10.936324,-5.818413,14.921619,-1.838489,12.650618,-0.271697,-0.040514,0.3137,0.195593,0.075421,0.053042,0.085364,0.189869,0.104587,-0.03971,0.04472,0.080215,-0.010452,765.2227,742.7046,2138.5831,1.0,2661.8803,1489.969,2473.514,5242.9139,22.2546,0.191054,0.210278,0.00935,0.009421,0.038773,0.486036,0.324592,129.1992,0.651,0.349,2
